Name,Year Published,Min Players,Max Players,Play Time,Users Rated,Rating Average,Complexity Average,Mechanics
Entdecker: Exploring New Horizons,2001,2,4,90,1932,6.50966,2.4486,Area Majority / Influence
Entdecker: Exploring New Horizons,2001,2,4,90,1932,6.50966,2.4486, Modular Board
Entdecker: Exploring New Horizons,2001,2,4,90,1932,6.50966,2.4486, Tile Placement
Return of the Heroes,2003,1,4,90,2021,6.48991,2.361,Dice Rolling
Return of the Heroes,2003,1,4,90,2021,6.48991,2.361, Modular Board
Return of the Heroes,2003,1,4,90,2021,6.48991,2.361, Pick-up and Deliver
Return of the Heroes,2003,1,4,90,2021,6.48991,2.361, Point to Point Movement
Return of the Heroes,2003,1,4,90,2021,6.48991,2.361, Role Playing
Return of the Heroes,2003,1,4,90,2021,6.48991,2.361, Variable Player Powers
Word Slam,2016,3,99,45,897,7.00274,1.1111,Team-Based Game
Progress: Evolution of Technology,2014,1,5,90,1795,6.53266,2.4216,Action Points
Progress: Evolution of Technology,2014,1,5,90,1795,6.53266,2.4216, Card Drafting
Progress: Evolution of Technology,2014,1,5,90,1795,6.53266,2.4216, Hand Management
Africana,2012,2,4,60,1271,6.72563,2.0175,Card Drafting
Africana,2012,2,4,60,1271,6.72563,2.0175, Pick-up and Deliver
Africana,2012,2,4,60,1271,6.72563,2.0175, Point to Point Movement
Africana,2012,2,4,60,1271,6.72563,2.0175, Set Collection
18AL,1999,3,5,180,683,7.22321,3.8592,Auction/Bidding
18AL,1999,3,5,180,683,7.22321,3.8592, Investment
18AL,1999,3,5,180,683,7.22321,3.8592, Network and Route Building
18AL,1999,3,5,180,683,7.22321,3.8592, Stock Holding
Kero,2018,2,2,30,786,7.18348,1.9615,Area Majority / Influence
Kero,2018,2,2,30,786,7.18348,1.9615, Dice Rolling
Kero,2018,2,2,30,786,7.18348,1.9615, Push Your Luck
Kero,2018,2,2,30,786,7.18348,1.9615, Set Collection
Kero,2018,2,2,30,786,7.18348,1.9615, Take That
Kero,2018,2,2,30,786,7.18348,1.9615, Worker Placement
Cavum,2008,2,4,120,1348,6.67802,3.5896,Action Points
Cavum,2008,2,4,120,1348,6.67802,3.5896, Auction/Bidding
Cavum,2008,2,4,120,1348,6.67802,3.5896, Network and Route Building
Cavum,2008,2,4,120,1348,6.67802,3.5896, Pick-up and Deliver
Cavum,2008,2,4,120,1348,6.67802,3.5896, Set Collection
Axis & Allies: Europe,1999,2,4,210,2451,6.52425,2.8441,Area Majority / Influence
Axis & Allies: Europe,1999,2,4,210,2451,6.52425,2.8441, Area Movement
Axis & Allies: Europe,1999,2,4,210,2451,6.52425,2.8441, Dice Rolling
Axis & Allies: Europe,1999,2,4,210,2451,6.52425,2.8441, Team-Based Game
Funkoverse Strategy Game,2019,2,4,60,756,7.43376,2.2069,Action Points
Funkoverse Strategy Game,2019,2,4,60,756,7.43376,2.2069, Dice Rolling
Funkoverse Strategy Game,2019,2,4,60,756,7.43376,2.2069, Grid Movement
Funkoverse Strategy Game,2019,2,4,60,756,7.43376,2.2069, Line of Sight
Funkoverse Strategy Game,2019,2,4,60,756,7.43376,2.2069, Variable Player Powers
Rheinländer,1999,3,5,45,1517,6.60881,2.435,Area Majority / Influence
Rheinländer,1999,3,5,45,1517,6.60881,2.435, Enclosure
Rheinländer,1999,3,5,45,1517,6.60881,2.435, Hand Management
Talisman,1983,2,6,240,5116,6.35069,2.1858,Dice Rolling
Talisman,1983,2,6,240,5116,6.35069,2.1858, Role Playing
Talisman,1983,2,6,240,5116,6.35069,2.1858, Roll / Spin and Move
Talisman,1983,2,6,240,5116,6.35069,2.1858, Variable Player Powers
HeroClix,2002,2,2,60,2404,6.51004,2.8085,Action Points
HeroClix,2002,2,2,60,2404,6.51004,2.8085, Dice Rolling
HeroClix,2002,2,2,60,2404,6.51004,2.8085, Variable Player Powers
What the Heck?,1988,2,5,20,1938,6.49481,1.1768,Auction: Sealed Bid
What the Heck?,1988,2,5,20,1938,6.49481,1.1768, Simultaneous Action Selection
Iliad,2006,2,6,45,1835,6.52682,2.0909,Card Play Conflict Resolution
Iliad,2006,2,6,45,1835,6.52682,2.0909, Hand Management
Iliad,2006,2,6,45,1835,6.52682,2.0909, Rock-Paper-Scissors
Iliad,2006,2,6,45,1835,6.52682,2.0909, Set Collection
Iliad,2006,2,6,45,1835,6.52682,2.0909, Take That
Iliad,2006,2,6,45,1835,6.52682,2.0909, Team-Based Game
King & Assassins,2013,2,2,30,1038,6.88899,1.8113,Action Points
King & Assassins,2013,2,2,30,1038,6.88899,1.8113, Grid Movement
King & Assassins,2013,2,2,30,1038,6.88899,1.8113, Secret Unit Deployment
King & Assassins,2013,2,2,30,1038,6.88899,1.8113, Variable Player Powers
The Dwarf King,2011,3,5,40,1719,6.55164,1.4405,Trick-taking
GiftTRAP,2006,3,8,60,2507,6.41274,1.2436,Simultaneous Action Selection
GiftTRAP,2006,3,8,60,2507,6.41274,1.2436, Voting
Queen's Necklace,2003,2,4,45,2399,6.41893,1.9005,Betting and Bluffing
Queen's Necklace,2003,2,4,45,2399,6.41893,1.9005, Commodity Speculation
Queen's Necklace,2003,2,4,45,2399,6.41893,1.9005, Hand Management
Queen's Necklace,2003,2,4,45,2399,6.41893,1.9005, Set Collection
Gobblet,2000,2,2,20,1654,6.60008,1.8487,Pattern Building
Gobblet,2000,2,2,20,1654,6.60008,1.8487, Pattern Recognition
Cavern Tavern,2016,1,6,120,1035,6.94832,2.4286,Dice Rolling
Cavern Tavern,2016,1,6,120,1035,6.94832,2.4286, Set Collection
Cavern Tavern,2016,1,6,120,1035,6.94832,2.4286, Take That
Cavern Tavern,2016,1,6,120,1035,6.94832,2.4286, Worker Placement
Cavern Tavern,2016,1,6,120,1035,6.94832,2.4286, Worker Placement with Dice Workers
Norenberc,2010,2,5,90,1061,6.80326,3,Set Collection
Norenberc,2010,2,5,90,1061,6.80326,3, Simultaneous Action Selection
Norenberc,2010,2,5,90,1061,6.80326,3, Worker Placement
World at War: Eisenbach Gap,2007,2,2,90,646,7.49413,2.5897,Chit-Pull System
World at War: Eisenbach Gap,2007,2,2,90,646,7.49413,2.5897, Dice Rolling
World at War: Eisenbach Gap,2007,2,2,90,646,7.49413,2.5897, Grid Movement
World at War: Eisenbach Gap,2007,2,2,90,646,7.49413,2.5897, Hexagon Grid
World at War: Eisenbach Gap,2007,2,2,90,646,7.49413,2.5897, Line of Sight
World at War: Eisenbach Gap,2007,2,2,90,646,7.49413,2.5897, Simulation
Let's Make a Bus Route,2018,2,5,30,657,7.29419,1.6667,Bingo
Let's Make a Bus Route,2018,2,5,30,657,7.29419,1.6667, Line Drawing
Let's Make a Bus Route,2018,2,5,30,657,7.29419,1.6667, Network and Route Building
Let's Make a Bus Route,2018,2,5,30,657,7.29419,1.6667, Paper-and-Pencil
Let's Make a Bus Route,2018,2,5,30,657,7.29419,1.6667, Set Collection
Victorian Masterminds,2019,2,4,60,1005,6.9341,2.2083,Variable Player Powers
Victorian Masterminds,2019,2,4,60,1005,6.9341,2.2083, Worker Placement
Small City,2015,1,4,120,568,7.5192,4,Area Majority / Influence
Small City,2015,1,4,120,568,7.5192,4, Simulation
Small City,2015,1,4,120,568,7.5192,4, Variable Player Powers
Field Commander: Rommel,2008,1,1,120,950,6.9748,2.4662,Area Movement
Field Commander: Rommel,2008,1,1,120,950,6.9748,2.4662, Dice Rolling
Field Commander: Rommel,2008,1,1,120,950,6.9748,2.4662, Simulation
Field Commander: Rommel,2008,1,1,120,950,6.9748,2.4662, Solo / Solitaire Game
Vietnam 1965-1975,1984,2,2,6000,693,7.44079,4.2857,Dice Rolling
Vietnam 1965-1975,1984,2,2,6000,693,7.44079,4.2857, Grid Movement
Vietnam 1965-1975,1984,2,2,6000,693,7.44079,4.2857, Hexagon Grid
Vietnam 1965-1975,1984,2,2,6000,693,7.44079,4.2857, Secret Unit Deployment
Vietnam 1965-1975,1984,2,2,6000,693,7.44079,4.2857, Simulation
Patrician,2007,2,5,50,1460,6.6201,1.9215,Area Majority / Influence
Patrician,2007,2,5,50,1460,6.6201,1.9215, Hand Management
Patrician,2007,2,5,50,1460,6.6201,1.9215, Set Collection
Dark Souls: The Board Game,2017,1,4,120,3333,6.56996,3.1237,Cooperative Game
Dark Souls: The Board Game,2017,1,4,120,3333,6.56996,3.1237, Deck Bag and Pool Building
Dark Souls: The Board Game,2017,1,4,120,3333,6.56996,3.1237, Dice Rolling
Dark Souls: The Board Game,2017,1,4,120,3333,6.56996,3.1237, Grid Movement
Dark Souls: The Board Game,2017,1,4,120,3333,6.56996,3.1237, Modular Board
Dark Souls: The Board Game,2017,1,4,120,3333,6.56996,3.1237, Role Playing
Dark Souls: The Board Game,2017,1,4,120,3333,6.56996,3.1237, Variable Player Powers
Grand Cru,2010,2,5,90,1065,6.80174,3.1413,Auction/Bidding
Grand Cru,2010,2,5,90,1065,6.80174,3.1413, Loans
Dizzle,2019,1,4,30,926,6.94189,1.3125,Dice Rolling
Dizzle,2019,1,4,30,926,6.94189,1.3125, Drafting
Dizzle,2019,1,4,30,926,6.94189,1.3125, Paper-and-Pencil
A Handful of Stars,2017,2,4,120,672,7.34349,3.1538,Area Majority / Influence
A Handful of Stars,2017,2,4,120,672,7.34349,3.1538, Card Drafting
A Handful of Stars,2017,2,4,120,672,7.34349,3.1538, Deck Bag and Pool Building
A Handful of Stars,2017,2,4,120,672,7.34349,3.1538, Hand Management
A Handful of Stars,2017,2,4,120,672,7.34349,3.1538, Modular Board
A Handful of Stars,2017,2,4,120,672,7.34349,3.1538, Network and Route Building
A Handful of Stars,2017,2,4,120,672,7.34349,3.1538, Point to Point Movement
Portobello Market,2007,2,4,35,2446,6.38344,2.0312,Area Majority / Influence
Portobello Market,2007,2,4,35,2446,6.38344,2.0312, Area Movement
Haven,2018,2,2,45,785,7.14281,2.3462,Area Majority / Influence
Haven,2018,2,2,45,785,7.14281,2.3462, Enclosure
Haven,2018,2,2,45,785,7.14281,2.3462, Hand Management
Haven,2018,2,2,45,785,7.14281,2.3462, Push Your Luck
Haven,2018,2,2,45,785,7.14281,2.3462, Set Collection
Intrigue,1994,3,5,45,2574,6.3679,1.9389,Area Majority / Influence
Intrigue,1994,3,5,45,2574,6.3679,1.9389, Auction/Bidding
Intrigue,1994,3,5,45,2574,6.3679,1.9389, Bribery
Intrigue,1994,3,5,45,2574,6.3679,1.9389, Hand Management
Pacific War: The Struggle Against Japan 1941-1945,1985,2,2,6000,576,7.67296,4.5269,Dice Rolling
Pacific War: The Struggle Against Japan 1941-1945,1985,2,2,6000,576,7.67296,4.5269, Hexagon Grid
Pacific War: The Struggle Against Japan 1941-1945,1985,2,2,6000,576,7.67296,4.5269, Simulation
The Red Dragon Inn 5: The Character Trove,2015,2,4,60,640,7.62381,2,Betting and Bluffing
The Red Dragon Inn 5: The Character Trove,2015,2,4,60,640,7.62381,2, Hand Management
The Red Dragon Inn 5: The Character Trove,2015,2,4,60,640,7.62381,2, Player Elimination
The Red Dragon Inn 5: The Character Trove,2015,2,4,60,640,7.62381,2, Variable Player Powers
Mord im Arosa,2010,2,6,45,1622,6.55939,1.4433,Cube Tower
Mord im Arosa,2010,2,6,45,1622,6.55939,1.4433, Memory
Who Goes There?,2018,3,4,110,823,7.3298,2.9688,Action Points
Who Goes There?,2018,3,4,110,823,7.3298,2.9688, Card Drafting
Who Goes There?,2018,3,4,110,823,7.3298,2.9688, Cooperative Game
Who Goes There?,2018,3,4,110,823,7.3298,2.9688, Dice Rolling
Who Goes There?,2018,3,4,110,823,7.3298,2.9688, Role Playing
Who Goes There?,2018,3,4,110,823,7.3298,2.9688, Semi-Cooperative Game
Who Goes There?,2018,3,4,110,823,7.3298,2.9688, Traitor Game
Who Goes There?,2018,3,4,110,823,7.3298,2.9688, Variable Player Powers
Longhorn,2013,2,2,15,1543,6.56785,1.7273,Area Majority / Influence
Longhorn,2013,2,2,15,1543,6.56785,1.7273, Grid Movement
Longhorn,2013,2,2,15,1543,6.56785,1.7273, Mancala
Longhorn,2013,2,2,15,1543,6.56785,1.7273, Set Collection
The Manhattan Project 2: Minutes to Midnight,2018,2,5,150,625,7.38552,3.5667,Area Majority / Influence
The Manhattan Project 2: Minutes to Midnight,2018,2,5,150,625,7.38552,3.5667, Hand Management
The Manhattan Project 2: Minutes to Midnight,2018,2,5,150,625,7.38552,3.5667, Secret Unit Deployment
