Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Mechanics,Domains
Cityfight: Modern Combat in the Urban Environment,1979,2,3,360,12,111,6.89324,4.3158,501,"Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation, Simultaneous Action Selection",Wargames
Dinner In Paris,2020,2,4,60,8,67,8.03567,2.2,152,"Area Majority / Influence, Contracts, End Game Bonuses, Hand Management, Income, Race, Set Collection, Tile Placement",
Dice Masters,2014,2,2,35,14,53,9.09811,3.1429,76,"Deck Bag and Pool Building, Dice Rolling, Variable Player Powers",
Tank on Tank,2010,1,2,60,10,119,6.7958,1.5172,244,"Chit-Pull System, Dice Rolling, Hexagon Grid",Wargames
John Silver,2006,2,4,30,10,278,6.03867,1.7059,490,Trick-taking,
Adventure Tours,2014,3,6,45,10,265,6.0803,1.7857,407,"Hand Management, Take That, Variable Player Powers",
Flapjacks & Sasquatches,2008,2,8,20,8,293,6.19262,1.5,590,"Dice Rolling, Take That",
Zipang Portable,2016,2,6,20,8,108,7.20139,1.5,227,Campaign / Battle Card Driven,
Zoo Ball,2017,2,4,30,10,184,6.32054,1,395,,
1851: Kentucky & Tennessee,1998,3,5,180,14,99,6.85303,3.2727,108,"Network and Route Building, Stock Holding, Tile Placement",Strategy Games
Pappy Winchester,2019,3,5,40,8,126,6.74048,2,232,"Auction/Bidding, Set Collection",
Crime Hotel,2018,3,4,45,8,136,6.69419,1.6,223,"Hand Management, Trick-taking",
Star Wars Miniatures Battles,1991,2,3,120,12,147,6.64388,3.3529,403,"Dice Rolling, Paper-and-Pencil, Secret Unit Deployment",Wargames
Munchkin Axe Cop,2011,3,6,120,10,350,6.13117,1.75,1248,"Dice Rolling, Hand Management, Take That, Trading, Variable Player Powers",
Zombies Keep Out,2014,1,6,45,8,186,6.37608,1.9091,476,"Cooperative Game, Hand Management, Trading",
No Stress Chess,2004,2,2,60,7,188,6.31883,2.25,684,Grid Movement,Abstract Games
Justinian,2006,2,4,45,10,610,5.80506,2.1667,1323,Betting and Bluffing,Strategy Games
Hunters from the Sky,1994,2,2,240,15,111,6.79414,3.2308,563,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Red Poppies: WWI Tactics,2010,2,2,90,0,70,7.37571,2.4706,191,Hexagon Grid,Wargames
Starship Troopers Miniatures Game,2005,2,2,180,12,144,6.86736,2.6818,350,"Dice Rolling, Simulation",Wargames
Widower's Wood: An Iron Kingdoms Adventure Board Game,2017,2,4,120,14,88,7.19716,3.5,542,"Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Role Playing, Variable Player Powers",
The Big Cheese,1998,3,6,30,10,488,5.88674,1.3455,984,"Auction/Bidding, Dice Rolling",Family Games
VOC! Founding the Dutch East Indies Company,2002,3,5,90,10,270,6.07,2.5769,596,"Line Drawing, Pick-up and Deliver",Family Games
VOC! Founding the Dutch East Indies Company,2002,3,5,90,10,270,6.07,2.5769,596,"Line Drawing, Pick-up and Deliver", Strategy Games
Taxi Derby,2020,1,5,75,10,73,7.64342,2,273,"Connections, Modular Board, Pick-up and Deliver, Point to Point Movement, Push Your Luck",
Johnny Reb III: Regimental Grand Tactical American Civil War Miniatures Rules,1996,2,2,360,12,92,7.23478,3.7273,179,"Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment, Simulation, Simultaneous Action Selection",Wargames
Atlantic Wall: D-Day to Falaise,2014,2,6,14400,16,69,8.08188,4.8889,328,"Hexagon Grid, Zone of Control",Wargames
Darkness Comes Rattling,2015,2,6,120,13,149,6.53154,2.7143,388,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Events, Stat Check Resolution, Tug of War, Variable Player Powers",Strategy Games
Darkness Comes Rattling,2015,2,6,120,13,149,6.53154,2.7143,388,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Events, Stat Check Resolution, Tug of War, Variable Player Powers", Thematic Games
Mask of Moai,2017,2,6,60,10,92,7.0619,1,238,"Cooperative Game, Tile Placement, Time Track",
Bali,1954,1,4,30,10,167,6.4309,1.7368,502,,Family Games
Kampf gegen das Spiessertum,2017,3,10,500,18,99,7.16455,1,202,"Hand Management, Simultaneous Action Selection",
Ugly Christmas Sweaters,2020,2,4,60,8,82,7.42073,2.5,292,"Card Drafting, Hand Management, Set Collection, Trick-taking",
Trophies,2019,2,30,15,8,88,7.27727,1,210,,
Lord of the Rings: The Adventure Deck Game,2011,1,1,5,6,126,6.78373,1.65,252,"Card Drafting, Push Your Luck, Solo / Solitaire Game",Thematic Games
God Dice,2008,2,4,30,0,233,6.34727,1.4667,278,Dice Rolling,
Crazy Karts,2016,3,8,60,8,497,5.87938,1.8333,1285,"Action Queue, Grid Movement, Hand Management, Modular Board, Multiple Maps, Programmed Movement, Resource to Move, Rock-Paper-Scissors, Roles with Asymmetric Information, Simultaneous Action Selection, Take That, Team-Based Game, Variable Player Powers",
Maniacal,2019,2,5,120,8,71,7.61508,2.5833,178,"Action Points, Card Drafting, Dice Rolling, Take That, Variable Player Powers",
Shifting Realms,2018,2,4,60,10,110,7.08455,2.5,264,"Area Majority / Influence, Grid Movement, Modular Board",
Roar-a-Saurus,2014,2,5,15,8,311,6.02134,1.2143,822,"Dice Rolling, Simultaneous Action Selection, Variable Phase Order",Family Games
Clue: The Card Game,2002,3,5,45,8,635,5.84192,1.569,1806,,Family Games
Dicke Dämonen,2004,1,4,20,10,121,6.62694,2.0769,172,"Betting and Bluffing, Enclosure, Modular Board",Abstract Games
Germania Magna: Border in Flames,2016,2,4,60,14,190,6.32553,2.5,432,"Card Drafting, Cooperative Game, Dice Rolling, Hand Management",
Castello Methoni,2019,3,5,50,8,108,6.85111,2.25,113,"Area Majority / Influence, Enclosure",
Titan Legions,1994,2,2,240,12,120,6.72,2.5833,270,"Dice Rolling, Modular Board, Point to Point Movement, Secret Unit Deployment, Variable Phase Order, Variable Player Powers",Thematic Games
Titan Legions,1994,2,2,240,12,120,6.72,2.5833,270,"Dice Rolling, Modular Board, Point to Point Movement, Secret Unit Deployment, Variable Phase Order, Variable Player Powers", Wargames
Hanau 1813,2013,2,2,0,0,55,8.16364,3.0833,210,"Chit-Pull System, Hexagon Grid",Wargames
Wrasslin',1990,2,16,45,10,380,5.94326,1.5814,690,"Hand Management, Simulation, Variable Player Powers",Thematic Games
Fantastic Park,2017,2,5,30,7,154,6.416,1.5,246,"Set Collection, Tile Placement",
Reiner Knizia's Amazing Flea Circus,2003,2,6,10,6,589,5.81605,1.0617,849,Hand Management,Family Games
Telepathy,2008,2,4,20,12,149,6.57106,2.1667,266,,Abstract Games
50 Clues: The Fate of Leopold,2019,1,5,90,16,138,6.58435,2,326,"Cooperative Game, Storytelling",
Book It!: The Pro Wrestling Promoter Card Game,2018,1,4,90,13,119,7.63193,2,233,"Card Drafting, Deck Bag and Pool Building",
The Great Game: Rival Empires in Central Asia 1837-1886,2018,2,2,180,0,91,7.12747,2.0833,289,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",Wargames
Monsterpocalypse: Voltron - Defender of the Universe Battle Game,2010,2,2,90,10,94,7.04787,2.4444,469,"Dice Rolling, Variable Player Powers",
Kardinal,2000,2,4,20,10,124,6.58548,2.1818,212,Tile Placement,Abstract Games
ATS Stalingrad: Dzerhezinsky Tractor Works 1942,2004,2,2,120,12,65,7.45377,3.5714,173,"Hexagon Grid, Modular Board",Wargames
Star Fleet Battles (Commander's Edition),1983,2,2,180,12,71,7.69327,4.2,220,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Variable Player Powers",Wargames
Eagles of the Empire: Preussisch-Eylau,1999,1,2,180,12,118,6.70593,2.6364,436,"Area Movement, Area-Impulse, Dice Rolling, Secret Unit Deployment, Simulation",Wargames
Wakanda,2014,2,2,15,8,279,6.026,1.5385,570,"Push Your Luck, Set Collection",Abstract Games
Wakanda,2014,2,2,15,8,279,6.026,1.5385,570,"Push Your Luck, Set Collection", Family Games
Hemloch: Midnight Edition,2015,2,2,30,0,88,6.96023,2.3077,346,"Area Majority / Influence, Hand Management",
Anno Domini: Sport,2000,2,8,30,10,111,6.68784,1.4,260,Card Drafting,
L'osti d'jeu,2014,3,12,40,18,249,6.10972,1,494,"Hand Management, Simultaneous Action Selection",Party Games
Circular Reasoning: The Well of Power,2015,2,4,30,10,137,6.58438,2.3333,273,"Area Movement, Grid Movement, Memory",Abstract Games
Im Reich der Jadegöttin,2007,2,4,60,8,178,6.27051,2.0588,269,"Modular Board, Set Collection, Tile Placement",
Ludi Gladiatorii,2015,1,5,45,10,138,6.57911,1.7857,251,"Auction/Bidding, Campaign / Battle Card Driven, Card Drafting",
Telepathy: Magic Minds,2016,2,2,20,10,111,6.71216,1.25,201,,
This War Without an Enemy,2020,2,2,240,12,55,7.90727,3.5,236,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Minimap Resolution, Secret Unit Deployment, Simulation, Variable Set-up",Wargames
Preference,1802,3,4,120,0,77,7.52156,3.3125,70,"Auction/Bidding, Betting and Bluffing, Trick-taking",
Match Madness,2016,1,4,20,7,202,6.2553,1,331,Pattern Recognition,
Turin Market,2016,2,5,30,9,193,6.20751,1.25,411,"Auction/Bidding, Betting and Bluffing, Card Drafting, Commodity Speculation, Hand Management, Push Your Luck, Secret Unit Deployment, Set Collection, Simulation, Stock Holding",
General Quarters,1975,0,0,240,12,80,7.25,2.3,141,Paper-and-Pencil,Wargames
Lost Treasure,1982,2,4,60,8,207,6.23845,1.4737,484,"Grid Movement, Pick-up and Deliver, Push Your Luck, Race, Roll / Spin and Move, Square Grid, Take That",
Vietnam Solitaire Special Edition,2013,1,2,60,12,80,7.37813,2.375,243,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Simulation, Solo / Solitaire Game",Wargames
Rush Hour Scramble,2011,2,4,20,8,120,6.62169,1.4,388,Point to Point Movement,
Sword & Sorcery: Ancient Chronicles,2021,1,5,90,12,101,8.72673,3.8,218,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Modular Board, Role Playing, Variable Player Powers",
Captain Silver,2017,2,4,20,6,168,6.41513,1.25,287,,
Portal of Morth,2015,1,4,180,12,128,6.71406,3.125,238,"Dice Rolling, Grid Movement, Take That, Variable Player Powers",
La Batalla de los Arapiles,1995,2,4,2400,12,60,7.99333,3.75,199,"Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid, Paper-and-Pencil, Secret Unit Deployment, Variable Phase Order",Wargames
Risk: Halo Legendary Edition,2012,2,5,90,10,196,6.40485,2.4167,750,"Area Majority / Influence, Area Movement, Dice Rolling",Thematic Games
Risk: Halo Legendary Edition,2012,2,5,90,10,196,6.40485,2.4167,750,"Area Majority / Influence, Area Movement, Dice Rolling", Wargames
The Return of the Stainless Steel Rat,1981,1,2,60,10,130,6.64231,2.6,483,"Area Movement, Simulation, Square Grid, Storytelling",Thematic Games
The Return of the Stainless Steel Rat,1981,1,2,60,10,130,6.64231,2.6,483,"Area Movement, Simulation, Square Grid, Storytelling", Wargames
Into the Bastards!: First tank battle,2011,2,2,240,0,75,7.37,2.5,343,"Dice Rolling, Hexagon Grid",Wargames
Age of Reason,2011,3,7,150,12,89,7.10663,3.6429,188,"Area Majority / Influence, Auction/Bidding, Dice Rolling",Strategy Games
Risk: Plants vs. Zombies,2013,2,2,60,10,272,6.09683,1.6667,949,"Area Majority / Influence, Variable Player Powers",
Fruit Spy,2005,3,5,20,8,563,5.82642,1.2676,982,"Area Majority / Influence, Hand Management",Family Games
Napoleon Returns 1815,2020,2,3,120,14,64,7.80125,1.8889,182,"Action Points, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation",Wargames
Team UP!,2018,1,4,30,7,154,6.3974,1.3333,231,"Action Queue, Cooperative Game, Push Your Luck, Tile Placement",
King Frog,2016,2,4,15,7,97,6.84845,1,178,"Action Queue, Player Elimination, Simultaneous Action Selection",
Gothic Doctor,2015,2,4,25,12,119,6.85613,1.9,260,"Hand Management, Set Collection",
Plateau,1986,2,2,45,8,84,7.25238,2.6,165,"Grid Movement, Secret Unit Deployment, Square Grid, Trading",Abstract Games
Bemused,2017,4,6,30,12,128,6.98578,2.4,268,"Hand Management, Hidden Victory Points, Take That, Variable Player Powers",
Escalation!,2007,2,6,15,10,894,5.7454,1.07,1036,Hand Management,Family Games
Dinosaur World,2021,2,4,120,10,62,7.87581,2.8333,243,"Dice Rolling, Movement Points, Tile Placement, Worker Placement",
Hibernia,2009,3,4,40,8,224,6.19616,1.7333,469,"Area Movement, Dice Rolling",Family Games
Hibernia,2009,3,4,40,8,224,6.19616,1.7333,469,"Area Movement, Dice Rolling", Strategy Games
Sitting Ducks Deluxe,2009,3,6,40,10,223,6.14561,1.3571,444,Hand Management,
Bloody Kasserine,1992,2,2,120,12,140,6.43464,2.3,411,Hexagon Grid,Wargames
Hack Trick: It's Hacking Time,2017,2,2,15,10,107,6.82944,1.8,204,"Area Majority / Influence, Hand Management, Pattern Building",
Pasha,2013,2,5,30,8,227,6.14128,1.4286,246,"Dice Rolling, Hand Management",
Premières Gloires,2017,2,2,0,0,51,8.22549,3.5,215,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",Wargames
Frontiers: Liberty or Death!,2007,2,2,45,10,257,6.12023,2.2759,1130,"Action Points, Card Drafting, Dice Rolling",Wargames
Gipfelkraxler,2015,2,4,30,8,207,6.17338,1.4167,315,"Dice Rolling, Pattern Building",
Orient Express,2017,2,5,90,14,87,7.06034,2.6,248,Network and Route Building,
Holdfast: Atlantic 1939-45,2016,1,2,150,13,79,7.26709,2.3333,231,"Area Majority / Influence, Area Movement, Dice Rolling, Secret Unit Deployment",Wargames
"Richard Scarry's Busytown: Busy, Busy Airport Game",2011,2,4,15,3,201,6.21085,1.1111,407,"Dice Rolling, Pick-up and Deliver, Set Collection",Children's Games
Magiczny Miecz,1993,2,6,240,12,233,6.23562,2,313,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",Thematic Games
Cranium,1998,4,16,60,13,8582,5.67982,1.4306,15921,"Acting, Line Drawing, Paper-and-Pencil, Roll / Spin and Move, Singing, Team-Based Game",Party Games
Marrakesh,2002,2,4,20,6,184,6.31821,1.2632,260,Modular Board,Children's Games
SOW,2017,2,4,25,10,234,6.11902,2,1461,"Area Movement, Mancala, Pattern Recognition, Pick-up and Deliver, Set Collection",
Hof Gap: The Nurnberg Pincer,1980,2,2,120,12,106,7.00708,3.6,424,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Puzzle Dungeon,2019,1,1,20,13,77,7.72208,1.8,191,"Hand Management, Modular Board, Set Collection, Variable Player Powers",
Space Walk,1999,2,5,45,8,362,5.94739,1.4783,606,Mancala,Abstract Games
The Fellowship of the Ring,1983,2,2,240,13,277,6.15105,3.5652,857,"Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation",Strategy Games
The Fellowship of the Ring,1983,2,2,240,13,277,6.15105,3.5652,857,"Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation", Wargames
Deathride: Mars-la-Tour 1870,2008,2,2,180,0,88,7.09682,2.5,397,"Area Movement, Area-Impulse",Wargames
GrandBois,2019,2,4,30,8,81,7.24012,1.25,155,"Area Majority / Influence, Card Drafting, Tile Placement",
Zeppelin Raider: Imperial German Naval Airships,2019,1,1,300,12,81,7.78889,2.7143,332,"Dice Rolling, Simulation, Solo / Solitaire Game",Wargames
Monsters vs. Heroes: Victorian Nightmares,2015,2,8,30,8,338,6.04731,1.3333,589,"Card Drafting, Take That",
Best of Werewolves of Miller's Hollow,2017,8,28,30,14,89,7.22277,2,285,"Player Elimination, Role Playing, Team-Based Game, Variable Player Powers, Voting",
Dead & Breakfast,2018,2,4,40,6,87,7.25816,2,176,"Network and Route Building, Pattern Building, Set Collection, Tile Placement",
Maya,2019,2,4,45,8,102,6.95735,1.5,155,"Area Majority / Influence, Enclosure, Tile Placement",
Split (Revised Edition),2001,2,6,45,12,261,6.109,1.5238,647,Pattern Building,
Dadaocheng (Second Edition),2019,1,4,60,10,84,7.06028,3.2,173,"Dice Rolling, Events, Track Movement",
The Sun of Austerlitz,2003,2,2,120,12,90,7.28778,3.6154,359,"Hexagon Grid, Simulation",Wargames
Anomaly,2019,2,4,60,14,93,7.15877,2.3333,241,"Area Movement, Command Cards, Hidden Movement, Secret Unit Deployment, Team-Based Game",
Napoleon at the Crossroads,2006,2,4,180,12,82,7.32805,3.4615,370,"Action Points, Hexagon Grid",Wargames
La Venise du Nord,2012,2,4,60,12,156,6.41712,2.7143,328,"Commodity Speculation, Dice Rolling, Modular Board",
Bohnanza: 20 Jahre,2017,3,5,45,10,72,7.38654,1.5,263,"Hand Management, Set Collection, Trading",
The Battle of Monmouth,1982,2,2,180,12,120,6.64667,2.6842,598,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
Gato Leader,2016,1,1,60,12,91,7.15385,2.6667,461,"Area Movement, Dice Rolling, Simulation",Wargames
No Time For Heroes,2016,1,4,45,8,134,6.90967,2.2,191,"Card Drafting, Hand Management, Variable Player Powers",
En Garde!,1975,2,20,90,0,112,6.7625,2.2308,252,"Paper-and-Pencil, Role Playing, Simultaneous Action Selection",
Perplexus Rookie,2011,1,1,10,0,87,6.98276,1.8,196,,
Flames of War: Open Fire!,2012,2,2,120,12,72,7.4875,3.75,259,"Area Movement, Dice Rolling",
Q•bitz,2009,2,4,25,8,285,6.06814,1.3846,923,"Dice Rolling, Memory, Pattern Building",Abstract Games
Q•bitz,2009,2,4,25,8,285,6.06814,1.3846,923,"Dice Rolling, Memory, Pattern Building", Children's Games
Dragon Market,2019,2,4,40,7,146,6.53288,1.6,226,"Action Points, Dice Rolling, Grid Movement, Set Collection, Team-Based Game",
Chickamauga: The Confederacy's Last Hope,1986,2,2,240,12,85,7.23941,3.2143,335,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames
Leningrad '41,2017,1,2,120,10,51,8.08627,2.625,258,"Area Majority / Influence, Area Movement, Dice Rolling, Secret Unit Deployment",Wargames
Spite & Malice,2002,2,5,30,8,519,5.8784,1.38,1119,Pattern Building,Family Games
Schrödinger's Cats,2015,2,6,30,8,328,6.01821,1.3333,807,Player Elimination,
Olympia 2000 (v. Chr.),1994,2,5,30,9,265,6.04781,1.3846,432,Simultaneous Action Selection,Family Games
Boomtown Bandits,2015,2,5,30,9,169,6.48142,1.8,353,"Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection, Take That",
The Fall of France,1981,2,2,240,12,114,6.85132,4,442,"Dice Rolling, Hexagon Grid",Wargames
Caesar's Legions,1975,2,2,90,12,255,6.17078,2.8,729,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Secret Unit Deployment, Simulation, Simultaneous Action Selection, Variable Set-up",Wargames
De Ontembare Stad,2004,2,5,75,10,309,6.05847,2.6364,614,"Area Majority / Influence, Hand Management",Family Games
De Ontembare Stad,2004,2,5,75,10,309,6.05847,2.6364,614,"Area Majority / Influence, Hand Management", Strategy Games
Spells of Doom,2014,2,4,60,0,109,6.85138,3.1429,234,"Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Variable Player Powers",
Kapitän Wackelpudding,1994,2,5,30,8,201,6.20577,1.1,192,"Pick-up and Deliver, Point to Point Movement, Stacking and Balancing",Children's Games
The Last Garden,2017,2,4,45,13,96,7.19844,2.3333,288,"Area Majority / Influence, Betting and Bluffing, Hand Management, Take That, Worker Placement",
Midway,1991,2,2,240,12,166,6.34729,2.3333,550,"Hexagon Grid, Secret Unit Deployment",Wargames
Boomerang: USA,2020,2,4,30,10,72,7.25347,2,315,"Card Drafting, Set Collection",
Co-Mix,2014,3,10,30,6,287,6.02522,1.125,623,"Storytelling, Voting",
Intrigue City,2013,2,5,60,12,114,6.8386,2.6875,164,"Area Majority / Influence, Modular Board, Set Collection, Time Track, Voting, Worker Placement",Strategy Games
"A Victory Complete: The Battle of Tannenberg, 1914",2011,2,2,210,12,81,7.04383,2.3846,501,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",Wargames
Infinity Defiance,2020,1,4,60,14,89,9.1598,3.5,123,"Campaign / Battle Card Driven, Cooperative Game, Dice Rolling",
Adventure of D,2010,1,4,30,0,110,6.67782,2.0769,290,"Area Movement, Hand Management, Modular Board, Role Playing, Set Collection, Simultaneous Action Selection, Variable Player Powers",Thematic Games
A Wing and a Prayer: Bombing the Reich,2016,1,2,120,12,84,7.40833,2.1111,280,"Dice Rolling, Point to Point Movement, Simulation",Wargames
